Site,Species,temp,K,PAM,Replicate,Geno,curve_id
Darwin,Pocillopora_sp,12,285.15,0.571,A,6,61
Darwin,Pocillopora_sp,12,285.15,0.533,B,6,61
Darwin,Pocillopora_sp,16,289.15,0.516,A,6,61
Darwin,Pocillopora_sp,16,289.15,0.568,B,6,61
Darwin,Pocillopora_sp,20,293.15,0.57,A,6,61
Darwin,Pocillopora_sp,20,293.15,0.539,B,6,61
Darwin,Pocillopora_sp,26,299.15,0.484,A,6,61
Darwin,Pocillopora_sp,26,299.15,0.528,B,6,61
Darwin,Pocillopora_sp,26,299.15,0.578,A,6,61
Darwin,Pocillopora_sp,26,299.15,0.579,B,6,61
Darwin,Pocillopora_sp,32.5,305.65,0.552,A,6,61
Darwin,Pocillopora_sp,32.5,305.65,0.519,B,6,61
Darwin,Pocillopora_sp,34,307.15,0.559,A,6,61
Darwin,Pocillopora_sp,34,307.15,NA,B,6,61
Darwin,Pocillopora_sp,35.5,308.65,0.356,A,6,61
Darwin,Pocillopora_sp,35.5,308.65,0.35,B,6,61
Darwin,Pocillopora_sp,12,285.15,0.572,A,7,62
Darwin,Pocillopora_sp,12,285.15,0.528,B,7,62
Darwin,Pocillopora_sp,16,289.15,0.449,A,7,62
Darwin,Pocillopora_sp,16,289.15,0.52,B,7,62
Darwin,Pocillopora_sp,20,293.15,0.603,A,7,62
Darwin,Pocillopora_sp,20,293.15,0.467,B,7,62
Darwin,Pocillopora_sp,26,299.15,0.578,A,7,62
Darwin,Pocillopora_sp,26,299.15,0.592,B,7,62
Darwin,Pocillopora_sp,26,299.15,0.621,B,7,62
Darwin,Pocillopora_sp,32.5,305.65,0.607,A,7,62
Darwin,Pocillopora_sp,32.5,305.65,0.536,B,7,62
Darwin,Pocillopora_sp,34,307.15,0.605,A,7,62
Darwin,Pocillopora_sp,34,307.15,NA,B,7,62
Darwin,Pocillopora_sp,35.5,308.65,0.426,A,7,62
Darwin,Pocillopora_sp,35.5,308.65,0.352,B,7,62
Darwin,Pocillopora_sp,12,285.15,0.568,A,8,63
Darwin,Pocillopora_sp,12,285.15,0.562,B,8,63
Darwin,Pocillopora_sp,16,289.15,0.578,A,8,63
Darwin,Pocillopora_sp,16,289.15,0.54,B,8,63
Darwin,Pocillopora_sp,20,293.15,0.608,A,8,63
Darwin,Pocillopora_sp,20,293.15,0.535,B,8,63
Darwin,Pocillopora_sp,26,299.15,0.614,A,8,63
Darwin,Pocillopora_sp,26,299.15,0.567,B,8,63
Darwin,Pocillopora_sp,26,299.15,0.611,A,8,63
Darwin,Pocillopora_sp,26,299.15,0.598,B,8,63
Darwin,Pocillopora_sp,32.5,305.65,0.548,A,8,63
Darwin,Pocillopora_sp,32.5,305.65,0.539,B,8,63
Darwin,Pocillopora_sp,34,307.15,0.49,A,8,63
Darwin,Pocillopora_sp,34,307.15,NA,B,8,63
Darwin,Pocillopora_sp,35.5,308.65,0.516,A,8,63
Darwin,Pocillopora_sp,35.5,308.65,0.464,B,8,63
Espanola,Pocillopora_sp,12,285.15,0.504,A,1,64
Espanola,Pocillopora_sp,12,285.15,0.49,B,1,64
Espanola,Pocillopora_sp,16,289.15,0.532,A,1,64
Espanola,Pocillopora_sp,16,289.15,0.409,B,1,64
Espanola,Pocillopora_sp,20,293.15,0.558,A,1,64
Espanola,Pocillopora_sp,20,293.15,0.569,B,1,64
Espanola,Pocillopora_sp,26,299.15,0.577,A,1,64
Espanola,Pocillopora_sp,26,299.15,0.583,B,1,64
Espanola,Pocillopora_sp,26,299.15,0.573,A,1,64
Espanola,Pocillopora_sp,26,299.15,0.564,B,1,64
Espanola,Pocillopora_sp,32.5,305.65,0.615,A,1,64
Espanola,Pocillopora_sp,34,307.15,0.571,A,1,64
Espanola,Pocillopora_sp,34,307.15,0.539,B,1,64
Espanola,Pocillopora_sp,35.5,308.65,0.452,A,1,64
Espanola,Pocillopora_sp,35.5,308.65,0.42,B,1,64
Espanola,Pocillopora_sp,35.5,308.65,0.472,B,1,64
Espanola,Pocillopora_sp,12,285.15,0.534,A,2,65
Espanola,Pocillopora_sp,12,285.15,0.413,B,2,65
Espanola,Pocillopora_sp,16,289.15,0.584,A,2,65
Espanola,Pocillopora_sp,16,289.15,0.505,B,2,65
Espanola,Pocillopora_sp,20,293.15,0.587,A,2,65
Espanola,Pocillopora_sp,26,299.15,0.545,A,2,65
Espanola,Pocillopora_sp,26,299.15,0.599,B,2,65
Espanola,Pocillopora_sp,26,299.15,0.623,A,2,65
Espanola,Pocillopora_sp,32.5,305.65,0.553,A,2,65
Espanola,Pocillopora_sp,32.5,305.65,0.551,B,2,65
Espanola,Pocillopora_sp,32.5,305.65,0.577,B,2,65
Espanola,Pocillopora_sp,34,307.15,0.59,A,2,65
Espanola,Pocillopora_sp,34,307.15,0.604,B,2,65
Espanola,Pocillopora_sp,35.5,308.65,0.535,A,2,65
Espanola,Pocillopora_sp,35.5,308.65,0.325,B,2,65
Espanola,Pocillopora_sp,12,285.15,0.482,A,3,66
Espanola,Pocillopora_sp,12,285.15,0.527,B,3,66
Espanola,Pocillopora_sp,16,289.15,0.524,A,3,66
Espanola,Pocillopora_sp,16,289.15,0.512,B,3,66
Espanola,Pocillopora_sp,20,293.15,0.514,A,3,66
Espanola,Pocillopora_sp,20,293.15,0.561,B,3,66
Espanola,Pocillopora_sp,26,299.15,0.531,A,3,66
Espanola,Pocillopora_sp,26,299.15,0.545,B,3,66
Espanola,Pocillopora_sp,26,299.15,0.576,A,3,66
Espanola,Pocillopora_sp,26,299.15,0.571,B,3,66
Espanola,Pocillopora_sp,32.5,305.65,0.47,A,3,66
Espanola,Pocillopora_sp,32.5,305.65,0.544,B,3,66
Espanola,Pocillopora_sp,34,307.15,0.534,A,3,66
Espanola,Pocillopora_sp,34,307.15,0.586,B,3,66
Espanola,Pocillopora_sp,35.5,308.65,0.393,A,3,66
Espanola,Pocillopora_sp,35.5,308.65,0.463,B,3,66
Espanola,Pocillopora_sp,12,285.15,0.541,A,4,67
Espanola,Pocillopora_sp,12,285.15,0.555,B,4,67
Espanola,Pocillopora_sp,16,289.15,0.516,A,4,67
Espanola,Pocillopora_sp,16,289.15,0.515,B,4,67
Espanola,Pocillopora_sp,20,293.15,0.512,A,4,67
Espanola,Pocillopora_sp,20,293.15,0.563,B,4,67
Espanola,Pocillopora_sp,20,293.15,0.59,B,4,67
Espanola,Pocillopora_sp,26,299.15,0.553,A,4,67
Espanola,Pocillopora_sp,26,299.15,0.569,B,4,67
Espanola,Pocillopora_sp,26,299.15,0.611,A,4,67
Espanola,Pocillopora_sp,26,299.15,0.588,B,4,67
Espanola,Pocillopora_sp,32.5,305.65,0.59,A,4,67
Espanola,Pocillopora_sp,32.5,305.65,0.561,B,4,67
Espanola,Pocillopora_sp,34,307.15,0.561,A,4,67
Espanola,Pocillopora_sp,34,307.15,0.548,B,4,67
Espanola,Pocillopora_sp,35.5,308.65,0.501,A,4,67
Espanola,Pocillopora_sp,12,285.15,0.401,A,5,68
Espanola,Pocillopora_sp,12,285.15,0.476,B,5,68
Espanola,Pocillopora_sp,16,289.15,0.529,A,5,68
Espanola,Pocillopora_sp,16,289.15,0.47,B,5,68
Espanola,Pocillopora_sp,20,293.15,0.522,A,5,68
Espanola,Pocillopora_sp,26,299.15,0.563,A,5,68
Espanola,Pocillopora_sp,26,299.15,0.538,B,5,68
Espanola,Pocillopora_sp,26,299.15,0.499,A,5,68
Espanola,Pocillopora_sp,26,299.15,0.555,B,5,68
Espanola,Pocillopora_sp,32.5,305.65,0.561,A,5,68
Espanola,Pocillopora_sp,32.5,305.65,0.479,B,5,68
Espanola,Pocillopora_sp,34,307.15,0.481,A,5,68
Espanola,Pocillopora_sp,34,307.15,0.587,B,5,68
Espanola,Pocillopora_sp,35.5,308.65,0.351,A,5,68
Espanola,Pocillopora_sp,35.5,308.65,0.454,B,5,68
Espanola,Pocillopora_sp,12,285.15,0.487,A,6,69
Espanola,Pocillopora_sp,12,285.15,0.462,B,6,69
Espanola,Pocillopora_sp,16,289.15,0.59,A,6,69
Espanola,Pocillopora_sp,16,289.15,0.51,B,6,69
Espanola,Pocillopora_sp,20,293.15,0.505,A,6,69
Espanola,Pocillopora_sp,20,293.15,0.508,B,6,69
Espanola,Pocillopora_sp,20,293.15,0.513,B,6,69
Espanola,Pocillopora_sp,26,299.15,0.544,A,6,69
Espanola,Pocillopora_sp,26,299.15,0.589,B,6,69
Espanola,Pocillopora_sp,26,299.15,0.573,A,6,69
Espanola,Pocillopora_sp,26,299.15,0.587,B,6,69
Espanola,Pocillopora_sp,32.5,305.65,0.607,A,6,69
Espanola,Pocillopora_sp,32.5,305.65,0.605,B,6,69
Espanola,Pocillopora_sp,34,307.15,0.541,A,6,69
Espanola,Pocillopora_sp,34,307.15,0.586,B,6,69
Espanola,Pocillopora_sp,35.5,308.65,0.543,A,6,69
Espanola,Pocillopora_sp,35.5,308.65,0.349,B,6,69
Espanola,Pocillopora_sp,12,285.15,0.518,A,7,70
Espanola,Pocillopora_sp,12,285.15,0.539,B,7,70
Espanola,Pocillopora_sp,16,289.15,0.518,A,7,70
Espanola,Pocillopora_sp,16,289.15,0.506,B,7,70
Espanola,Pocillopora_sp,16,289.15,0.451,B,7,70
Espanola,Pocillopora_sp,20,293.15,0.609,A,7,70
Espanola,Pocillopora_sp,20,293.15,0.571,B,7,70
Espanola,Pocillopora_sp,26,299.15,0.591,A,7,70
Espanola,Pocillopora_sp,26,299.15,0.586,B,7,70
Espanola,Pocillopora_sp,26,299.15,0.606,A,7,70
Espanola,Pocillopora_sp,26,299.15,0.576,B,7,70
Espanola,Pocillopora_sp,32.5,305.65,0.584,A,7,70
Espanola,Pocillopora_sp,32.5,305.65,0.611,B,7,70
Espanola,Pocillopora_sp,34,307.15,0.563,A,7,70
Espanola,Pocillopora_sp,34,307.15,0.592,B,7,70
Espanola,Pocillopora_sp,35.5,308.65,0.597,A,7,70
Espanola,Pocillopora_sp,35.5,308.65,0.46,B,7,70
Espanola,Pocillopora_sp,35.5,308.65,0.387,B,7,70
Espanola,Pocillopora_sp,12,285.15,0.453,A,8,71
Espanola,Pocillopora_sp,12,285.15,0.52,B,8,71
Espanola,Pocillopora_sp,16,289.15,0.417,A,8,71
Espanola,Pocillopora_sp,16,289.15,0.491,B,8,71
Espanola,Pocillopora_sp,20,293.15,0.556,A,8,71
Espanola,Pocillopora_sp,20,293.15,0.528,B,8,71
Espanola,Pocillopora_sp,26,299.15,0.534,A,8,71
Espanola,Pocillopora_sp,26,299.15,0.554,B,8,71
Espanola,Pocillopora_sp,26,299.15,0.568,A,8,71
Espanola,Pocillopora_sp,26,299.15,0.584,B,8,71
Espanola,Pocillopora_sp,32.5,305.65,0.54,A,8,71
Espanola,Pocillopora_sp,32.5,305.65,0.576,B,8,71
Espanola,Pocillopora_sp,34,307.15,0.569,A,8,71
Espanola,Pocillopora_sp,34,307.15,0.555,B,8,71
Espanola,Pocillopora_sp,35.5,308.65,0.507,A,8,71
Floreana,Pocillopora_sp,12,285.15,0.505,A,1,72
Floreana,Pocillopora_sp,12,285.15,0.531,B,1,72
Floreana,Pocillopora_sp,14,287.15,0.501,A,1,72
Floreana,Pocillopora_sp,14,287.15,0.535,B,1,72
Floreana,Pocillopora_sp,16,289.15,0.485,A,1,72
Floreana,Pocillopora_sp,16,289.15,0.499,B,1,72
Floreana,Pocillopora_sp,26,299.15,0.571,A,1,72
Floreana,Pocillopora_sp,26,299.15,0.596,B,1,72
Floreana,Pocillopora_sp,26,299.15,0.622,A,1,72
Floreana,Pocillopora_sp,26,299.15,0.576,B,1,72
Floreana,Pocillopora_sp,31,304.15,0.56,B,1,72
Floreana,Pocillopora_sp,32.5,305.65,0.594,A,1,72
Floreana,Pocillopora_sp,32.5,305.65,0.574,B,1,72
Floreana,Pocillopora_sp,34,307.15,0.605,A,1,72
Floreana,Pocillopora_sp,34,307.15,0.59,B,1,72
Floreana,Pocillopora_sp,12,285.15,0.531,A,2,73
Floreana,Pocillopora_sp,12,285.15,0.538,B,2,73
Floreana,Pocillopora_sp,14,287.15,0.501,A,2,73
Floreana,Pocillopora_sp,14,287.15,0.464,B,2,73
Floreana,Pocillopora_sp,16,289.15,0.546,A,2,73
Floreana,Pocillopora_sp,16,289.15,0.558,B,2,73
Floreana,Pocillopora_sp,26,299.15,0.559,A,2,73
Floreana,Pocillopora_sp,26,299.15,0.576,B,2,73
Floreana,Pocillopora_sp,26,299.15,0.58,A,2,73
Floreana,Pocillopora_sp,26,299.15,0.569,B,2,73
Floreana,Pocillopora_sp,31,304.15,0.594,B,2,73
Floreana,Pocillopora_sp,32.5,305.65,0.598,A,2,73
Floreana,Pocillopora_sp,32.5,305.65,0.584,B,2,73
Floreana,Pocillopora_sp,34,307.15,0.6,A,2,73
Floreana,Pocillopora_sp,34,307.15,0.549,B,2,73
Floreana,Pocillopora_sp,12,285.15,0.551,A,3,74
Floreana,Pocillopora_sp,12,285.15,0.578,B,3,74
Floreana,Pocillopora_sp,14,287.15,0.52,A,3,74
Floreana,Pocillopora_sp,14,287.15,0.531,B,3,74
Floreana,Pocillopora_sp,16,289.15,0.52,A,3,74
Floreana,Pocillopora_sp,16,289.15,0.53,B,3,74
Floreana,Pocillopora_sp,26,299.15,0.56,A,3,74
Floreana,Pocillopora_sp,26,299.15,0.59,B,3,74
Floreana,Pocillopora_sp,26,299.15,0.627,A,3,74
Floreana,Pocillopora_sp,26,299.15,0.551,B,3,74
Floreana,Pocillopora_sp,31,304.15,0.555,B,3,74
Floreana,Pocillopora_sp,32.5,305.65,0.587,A,3,74
Floreana,Pocillopora_sp,32.5,305.65,0.543,B,3,74
Floreana,Pocillopora_sp,34,307.15,0.58,A,3,74
Floreana,Pocillopora_sp,34,307.15,0.553,B,3,74
Floreana,Pocillopora_sp,12,285.15,0.509,A,4,75
Floreana,Pocillopora_sp,12,285.15,0.534,B,4,75
Floreana,Pocillopora_sp,14,287.15,0.487,A,4,75
Floreana,Pocillopora_sp,14,287.15,0.534,B,4,75
Floreana,Pocillopora_sp,16,289.15,0.538,A,4,75
Floreana,Pocillopora_sp,16,289.15,0.439,B,4,75
Floreana,Pocillopora_sp,26,299.15,0.556,A,4,75
Floreana,Pocillopora_sp,26,299.15,0.616,B,4,75
Floreana,Pocillopora_sp,26,299.15,0.543,A,4,75
Floreana,Pocillopora_sp,26,299.15,0.595,B,4,75
Floreana,Pocillopora_sp,31,304.15,0.598,B,4,75
Floreana,Pocillopora_sp,32.5,305.65,0.589,A,4,75
Floreana,Pocillopora_sp,32.5,305.65,0.537,B,4,75
Floreana,Pocillopora_sp,34,307.15,0.57,A,4,75
Floreana,Pocillopora_sp,34,307.15,0.565,B,4,75
Floreana,Pocillopora_sp,12,285.15,0.473,A,5,76
Floreana,Pocillopora_sp,12,285.15,0.487,B,5,76
Floreana,Pocillopora_sp,14,287.15,0.459,A,5,76
Floreana,Pocillopora_sp,14,287.15,0.503,B,5,76
Floreana,Pocillopora_sp,16,289.15,0.45,A,5,76
Floreana,Pocillopora_sp,16,289.15,0.465,B,5,76
Floreana,Pocillopora_sp,26,299.15,0.612,A,5,76
Floreana,Pocillopora_sp,26,299.15,0.584,B,5,76
Floreana,Pocillopora_sp,26,299.15,0.549,A,5,76
Floreana,Pocillopora_sp,26,299.15,0.556,B,5,76
Floreana,Pocillopora_sp,31,304.15,0.585,B,5,76
Floreana,Pocillopora_sp,32.5,305.65,0.556,A,5,76
Floreana,Pocillopora_sp,32.5,305.65,0.598,B,5,76
Floreana,Pocillopora_sp,34,307.15,0.583,A,5,76
Floreana,Pocillopora_sp,34,307.15,0.458,B,5,76
Floreana,Pocillopora_sp,12,285.15,0.49,A,6,77
Floreana,Pocillopora_sp,12,285.15,0.495,B,6,77
Floreana,Pocillopora_sp,14,287.15,0.564,A,6,77
Floreana,Pocillopora_sp,14,287.15,0.476,B,6,77
Floreana,Pocillopora_sp,16,289.15,0.555,A,6,77
Floreana,Pocillopora_sp,16,289.15,0.487,B,6,77
Floreana,Pocillopora_sp,26,299.15,0.516,A,6,77
Floreana,Pocillopora_sp,26,299.15,0.582,B,6,77
Floreana,Pocillopora_sp,26,299.15,0.534,A,6,77
Floreana,Pocillopora_sp,26,299.15,0.563,B,6,77
Floreana,Pocillopora_sp,31,304.15,0.521,B,6,77
Floreana,Pocillopora_sp,32.5,305.65,0.546,A,6,77
Floreana,Pocillopora_sp,32.5,305.65,0.534,B,6,77
Floreana,Pocillopora_sp,34,307.15,0.506,A,6,77
Floreana,Pocillopora_sp,34,307.15,0.565,B,6,77
Floreana,Pocillopora_sp,12,285.15,0.467,A,7,78
Floreana,Pocillopora_sp,12,285.15,0.469,B,7,78
Floreana,Pocillopora_sp,14,287.15,0.496,A,7,78
Floreana,Pocillopora_sp,14,287.15,0.575,B,7,78
Floreana,Pocillopora_sp,16,289.15,0.521,A,7,78
Floreana,Pocillopora_sp,16,289.15,0.553,B,7,78
Floreana,Pocillopora_sp,26,299.15,0.589,A,7,78
Floreana,Pocillopora_sp,26,299.15,0.6,B,7,78
Floreana,Pocillopora_sp,26,299.15,0.614,A,7,78
Floreana,Pocillopora_sp,26,299.15,0.608,B,7,78
Floreana,Pocillopora_sp,31,304.15,0.607,B,7,78
Floreana,Pocillopora_sp,32.5,305.65,0.606,A,7,78
Floreana,Pocillopora_sp,32.5,305.65,0.578,B,7,78
Floreana,Pocillopora_sp,34,307.15,0.557,A,7,78
Floreana,Pocillopora_sp,34,307.15,0.59,B,7,78
Floreana,Pocillopora_sp,12,285.15,0.518,A,8,79
Floreana,Pocillopora_sp,12,285.15,0.55,B,8,79
Floreana,Pocillopora_sp,14,287.15,0.47,A,8,79
Floreana,Pocillopora_sp,14,287.15,0.556,B,8,79
Floreana,Pocillopora_sp,16,289.15,0.517,A,8,79
Floreana,Pocillopora_sp,16,289.15,0.548,B,8,79
Floreana,Pocillopora_sp,26,299.15,0.552,A,8,79
Floreana,Pocillopora_sp,26,299.15,0.598,B,8,79
Floreana,Pocillopora_sp,26,299.15,0.574,A,8,79
Floreana,Pocillopora_sp,26,299.15,0.575,B,8,79
Floreana,Pocillopora_sp,31,304.15,0.593,B,8,79
Floreana,Pocillopora_sp,32.5,305.65,0.57,A,8,79
Floreana,Pocillopora_sp,32.5,305.65,0.59,B,8,79
Floreana,Pocillopora_sp,34,307.15,0.57,A,8,79
Floreana,Pocillopora_sp,34,307.15,0.602,B,8,79
Isabela,Pocillopora_sp,12,285.15,0.532,A,1,80
Isabela,Pocillopora_sp,12,285.15,0.425,B,1,80
Isabela,Pocillopora_sp,16,289.15,0.552,A,1,80
Isabela,Pocillopora_sp,16,289.15,0.567,B,1,80
Isabela,Pocillopora_sp,20,293.15,0.579,A,1,80
Isabela,Pocillopora_sp,20,293.15,0.61,B,1,80
Isabela,Pocillopora_sp,26,299.15,0.581,A,1,80
Isabela,Pocillopora_sp,26,299.15,0.584,B,1,80
Isabela,Pocillopora_sp,26,299.15,0.606,A,1,80
Isabela,Pocillopora_sp,26,299.15,0.578,B,1,80
Isabela,Pocillopora_sp,32.5,305.65,0.595,A,1,80
Isabela,Pocillopora_sp,32.5,305.65,0.608,B,1,80
Isabela,Pocillopora_sp,34,307.15,0.571,A,1,80
Isabela,Pocillopora_sp,34,307.15,0.496,B,1,80
Isabela,Pocillopora_sp,35.5,308.65,0.443,A,1,80
Isabela,Pocillopora_sp,35.5,308.65,0.224,B,1,80
Isabela,Pocillopora_sp,12,285.15,0.471,A,2,81
Isabela,Pocillopora_sp,12,285.15,0.416,B,2,81
Isabela,Pocillopora_sp,16,289.15,0.448,A,2,81
Isabela,Pocillopora_sp,16,289.15,0.458,B,2,81
Isabela,Pocillopora_sp,20,293.15,0.43,A,2,81
Isabela,Pocillopora_sp,20,293.15,0.58,B,2,81
Isabela,Pocillopora_sp,26,299.15,0.627,A,2,81
Isabela,Pocillopora_sp,26,299.15,0.622,B,2,81
Isabela,Pocillopora_sp,26,299.15,0.583,A,2,81
Isabela,Pocillopora_sp,26,299.15,0.422,B,2,81
Isabela,Pocillopora_sp,32.5,305.65,0.614,A,2,81
Isabela,Pocillopora_sp,32.5,305.65,0.44,B,2,81
Isabela,Pocillopora_sp,34,307.15,0.59,A,2,81
Isabela,Pocillopora_sp,34,307.15,0.559,B,2,81
Isabela,Pocillopora_sp,35.5,308.65,0.466,A,2,81
Isabela,Pocillopora_sp,35.5,308.65,0.093,B,2,81
Isabela,Pocillopora_sp,12,285.15,0.309,A,3,82
Isabela,Pocillopora_sp,12,285.15,0.534,B,3,82
Isabela,Pocillopora_sp,16,289.15,0.52,A,3,82
Isabela,Pocillopora_sp,16,289.15,0.522,B,3,82
Isabela,Pocillopora_sp,20,293.15,0.596,A,3,82
Isabela,Pocillopora_sp,20,293.15,0.512,B,3,82
Isabela,Pocillopora_sp,26,299.15,0.604,A,3,82
Isabela,Pocillopora_sp,26,299.15,0.606,B,3,82
Isabela,Pocillopora_sp,26,299.15,0.454,A,3,82
Isabela,Pocillopora_sp,26,299.15,0.558,B,3,82
Isabela,Pocillopora_sp,32.5,305.65,0.625,A,3,82
Isabela,Pocillopora_sp,32.5,305.65,0.545,B,3,82
Isabela,Pocillopora_sp,34,307.15,0.331,A,3,82
Isabela,Pocillopora_sp,34,307.15,0.516,B,3,82
Isabela,Pocillopora_sp,35.5,308.65,0.445,A,3,82
Isabela,Pocillopora_sp,35.5,308.65,0.178,B,3,82
Isabela,Pocillopora_sp,12,285.15,0.469,A,4,83
Isabela,Pocillopora_sp,12,285.15,0.504,B,4,83
Isabela,Pocillopora_sp,16,289.15,0.501,A,4,83
Isabela,Pocillopora_sp,16,289.15,0.561,B,4,83
Isabela,Pocillopora_sp,20,293.15,0.581,A,4,83
Isabela,Pocillopora_sp,20,293.15,0.554,B,4,83
Isabela,Pocillopora_sp,26,299.15,0.617,A,4,83
Isabela,Pocillopora_sp,26,299.15,0.645,B,4,83
Isabela,Pocillopora_sp,26,299.15,0.569,A,4,83
Isabela,Pocillopora_sp,26,299.15,0.611,B,4,83
Isabela,Pocillopora_sp,32.5,305.65,0.491,A,4,83
Isabela,Pocillopora_sp,32.5,305.65,0.543,B,4,83
Isabela,Pocillopora_sp,34,307.15,0.389,A,4,83
Isabela,Pocillopora_sp,34,307.15,0.608,B,4,83
Isabela,Pocillopora_sp,35.5,308.65,0.493,A,4,83
Isabela,Pocillopora_sp,35.5,308.65,0.092,B,4,83
Isabela,Pocillopora_sp,12,285.15,0.538,A,5,84
Isabela,Pocillopora_sp,12,285.15,0.559,B,5,84
Isabela,Pocillopora_sp,16,289.15,0.549,A,5,84
Isabela,Pocillopora_sp,16,289.15,0.534,B,5,84
Isabela,Pocillopora_sp,20,293.15,0.54,A,5,84
Isabela,Pocillopora_sp,20,293.15,0.554,B,5,84
Isabela,Pocillopora_sp,26,299.15,0.549,A,5,84
Isabela,Pocillopora_sp,26,299.15,0.571,B,5,84
Isabela,Pocillopora_sp,26,299.15,0.602,A,5,84
Isabela,Pocillopora_sp,26,299.15,0.531,B,5,84
Isabela,Pocillopora_sp,32.5,305.65,0.538,A,5,84
Isabela,Pocillopora_sp,32.5,305.65,0.597,B,5,84
Isabela,Pocillopora_sp,34,307.15,0.546,A,5,84
Isabela,Pocillopora_sp,34,307.15,0.456,B,5,84
Isabela,Pocillopora_sp,35.5,308.65,0.363,A,5,84
Isabela,Pocillopora_sp,35.5,308.65,0.127,B,5,84
Isabela,Pocillopora_sp,12,285.15,0.4,A,6,85
Isabela,Pocillopora_sp,12,285.15,0.478,B,6,85
Isabela,Pocillopora_sp,16,289.15,0.573,A,6,85
Isabela,Pocillopora_sp,16,289.15,0.596,B,6,85
Isabela,Pocillopora_sp,20,293.15,0.578,A,6,85
Isabela,Pocillopora_sp,20,293.15,0.614,B,6,85
Isabela,Pocillopora_sp,26,299.15,0.594,A,6,85
Isabela,Pocillopora_sp,26,299.15,0.564,B,6,85
Isabela,Pocillopora_sp,26,299.15,0.607,A,6,85
Isabela,Pocillopora_sp,26,299.15,0.589,B,6,85
Isabela,Pocillopora_sp,32.5,305.65,0.601,A,6,85
Isabela,Pocillopora_sp,32.5,305.65,0.48,B,6,85
Isabela,Pocillopora_sp,34,307.15,0.504,A,6,85
Isabela,Pocillopora_sp,34,307.15,0.581,B,6,85
Isabela,Pocillopora_sp,35.5,308.65,0.478,A,6,85
Isabela,Pocillopora_sp,35.5,308.65,0.148,B,6,85
Isabela,Pocillopora_sp,12,285.15,0.524,A,7,86
Isabela,Pocillopora_sp,12,285.15,0.535,B,7,86
Isabela,Pocillopora_sp,16,289.15,0.545,A,7,86
Isabela,Pocillopora_sp,16,289.15,0.59,B,7,86
Isabela,Pocillopora_sp,20,293.15,0.425,A,7,86
Isabela,Pocillopora_sp,20,293.15,0.536,B,7,86
Isabela,Pocillopora_sp,26,299.15,0.599,A,7,86
Isabela,Pocillopora_sp,26,299.15,0.574,B,7,86
Isabela,Pocillopora_sp,26,299.15,0.608,A,7,86
Isabela,Pocillopora_sp,26,299.15,0.593,B,7,86
Isabela,Pocillopora_sp,32.5,305.65,0.589,A,7,86
Isabela,Pocillopora_sp,32.5,305.65,0.604,B,7,86
Isabela,Pocillopora_sp,34,307.15,0.547,A,7,86
Isabela,Pocillopora_sp,34,307.15,0.438,B,7,86
Isabela,Pocillopora_sp,35.5,308.65,0.482,A,7,86
Isabela,Pocillopora_sp,35.5,308.65,0.125,B,7,86
Isabela,Pocillopora_sp,12,285.15,0.508,A,8,87
Isabela,Pocillopora_sp,12,285.15,0.517,B,8,87
Isabela,Pocillopora_sp,16,289.15,0.554,A,8,87
Isabela,Pocillopora_sp,16,289.15,0.443,B,8,87
Isabela,Pocillopora_sp,20,293.15,0.594,A,8,87
Isabela,Pocillopora_sp,20,293.15,0.551,B,8,87
Isabela,Pocillopora_sp,26,299.15,0.625,A,8,87
Isabela,Pocillopora_sp,26,299.15,0.59,B,8,87
Isabela,Pocillopora_sp,26,299.15,0.576,A,8,87
Isabela,Pocillopora_sp,26,299.15,0.608,B,8,87
Isabela,Pocillopora_sp,32.5,305.65,0.6,A,8,87
Isabela,Pocillopora_sp,32.5,305.65,0.491,B,8,87
Isabela,Pocillopora_sp,34,307.15,0.561,A,8,87
Isabela,Pocillopora_sp,34,307.15,0.531,B,8,87
Isabela,Pocillopora_sp,35.5,308.65,0.51,A,8,87
Isabela,Pocillopora_sp,35.5,308.65,0.169,B,8,87
Punta_Pitt,Pocillopora_sp,12,285.15,0.533,A,1,88
Punta_Pitt,Pocillopora_sp,12,285.15,0.583,B,1,88
Punta_Pitt,Pocillopora_sp,16,289.15,0.52,A,1,88
Punta_Pitt,Pocillopora_sp,16,289.15,0.583,B,1,88
Punta_Pitt,Pocillopora_sp,20,293.15,0.591,A,1,88
Punta_Pitt,Pocillopora_sp,20,293.15,0.577,B,1,88
Punta_Pitt,Pocillopora_sp,26,299.15,0.572,A,1,88
Punta_Pitt,Pocillopora_sp,26,299.15,0.616,B,1,88
Punta_Pitt,Pocillopora_sp,26,299.15,0.627,A,1,88
Punta_Pitt,Pocillopora_sp,26,299.15,0.621,B,1,88
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.634,A,1,88
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.601,B,1,88
Punta_Pitt,Pocillopora_sp,34,307.15,0.609,A,1,88
Punta_Pitt,Pocillopora_sp,34,307.15,0.588,B,1,88
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.466,A,1,88
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.299,B,1,88
Punta_Pitt,Pocillopora_sp,12,285.15,0.473,A,2,89
Punta_Pitt,Pocillopora_sp,12,285.15,0.568,B,2,89
Punta_Pitt,Pocillopora_sp,16,289.15,0.54,A,2,89
