Site,Species,Treatment,PAM,Replicate,Geno,Color_1,Color_2,ColorChange
AcademyBay,Pocillopora_sp,34,0.494,B,4,4,3.5,-0.5
AcademyBay,Pavona_clavus,34,0.497,B,6,5,3.5,-1.5
AcademyBay,Pavona_clavus,34,0.567,B,8,4,3,-1
AcademyBay,Pavona_clavus,34,0.509,B,7,5,5,0
AcademyBay,Pocillopora_sp,34,0.501,B,7,4,4,0
AcademyBay,Pavona_clavus,35.5,0.401,B,5,2,1,-1
AcademyBay,Pocillopora_sp,35.5,0.413,B,8,3,1,-2
AcademyBay,Pavona_clavus,35.5,0.459,B,8,2,2,0
AcademyBay,Pocillopora_sp,35.5,0.451,B,2,3.5,1,-2.5
AcademyBay,Pocillopora_sp,35.5,0.446,B,6,3,1,-2
AcademyBay,Pocillopora_sp,35.5,0.456,B,5,4.5,1,-3.5
AcademyBay,Pocillopora_sp,35.5,0.419,B,4,3,2,-1
AcademyBay,Pavona_clavus,35.5,0.515,B,6,2,1,-1
AcademyBay,Pocillopora_sp,35.5,0.452,B,1,3.5,1,-2.5
AcademyBay,Pocillopora_sp,35.5,0.393,B,3,4,1.5,-2.5
AcademyBay,Pocillopora_sp,35.5,0.412,B,7,3.5,1,-2.5
AcademyBay,Pavona_clavus,35.5,0.493,B,7,5,3,-2
AcademyBay,Pavona_clavus,35.5,0.471,B,1,2,1,-1
AcademyBay,Pocillopora_sp,26,0.613,A,1,4,4,0
AcademyBay,Pocillopora_sp,26,0.55,A,6,4.5,4.5,0
AcademyBay,Pocillopora_sp,26,0.6,A,4,4,4,0
AcademyBay,Pavona_clavus,26,0.538,A,7,4.5,4,-0.5
AcademyBay,Pavona_clavus,26,0.524,A,1,5,5,0
AcademyBay,Pocillopora_sp,26,0.61,A,5,4,4,0
AcademyBay,Pocillopora_sp,26,0.626,A,7,4,4,0
AcademyBay,Pocillopora_sp,26,0.634,A,2,3.5,3.5,0
AcademyBay,Pocillopora_sp,26,0.528,A,3,3.5,3.5,0
AcademyBay,Pavona_clavus,26,0.568,A,8,4,4,0
AcademyBay,Pocillopora_sp,26,0.546,A,8,3.5,3.5,0
AcademyBay,Pavona_clavus,26,0.525,A,6,6,6,0
AcademyBay,Pavona_clavus,26,0.538,A,5,5,5,0
AcademyBay,Pavona_clavus,26,0.573,B,1,4,4,0
AcademyBay,Pocillopora_sp,26,0.596,B,2,3.5,3,-0.5
AcademyBay,Pocillopora_sp,26,0.597,B,6,4,3.5,-0.5
AcademyBay,Pocillopora_sp,26,0.599,B,3,4,4,0
AcademyBay,Pocillopora_sp,26,0.596,B,4,4,4,0
AcademyBay,Pavona_clavus,26,0.567,B,6,5,5,0
AcademyBay,Pocillopora_sp,26,0.562,B,1,3,3,0
AcademyBay,Pocillopora_sp,26,0.613,B,5,5,5,0
AcademyBay,Pavona_clavus,26,0.553,B,7,5,5,0
AcademyBay,Pocillopora_sp,26,0.605,B,7,4,4,0
AcademyBay,Pocillopora_sp,26,0.562,B,8,4,4,0
AcademyBay,Pavona_clavus,26,0.556,B,5,5,5,0
AcademyBay,Pavona_clavus,20,0.494,B,8,5,5,0
AcademyBay,Pocillopora_sp,20,0.577,B,8,3.5,3.5,0
AcademyBay,Pavona_clavus,20,0.542,B,1,3,3,0
AcademyBay,Pavona_clavus,20,0.539,B,7,5,5,0
AcademyBay,Pocillopora_sp,20,0.514,B,6,2.5,2.5,0
AcademyBay,Pavona_clavus,20,0.55,B,6,5,5,0
AcademyBay,Pavona_clavus,20,0.495,B,5,4,4,0
AcademyBay,Pocillopora_sp,20,0.523,B,5,5,5,0
AcademyBay,Pocillopora_sp,20,0.598,B,4,3,3,0
AcademyBay,Pocillopora_sp,20,0.592,B,7,4.5,4,-0.5
AcademyBay,Pocillopora_sp,20,0.513,B,2,3,3,0
AcademyBay,Pocillopora_sp,20,0.593,B,3,3.5,3.5,0
AcademyBay,Pocillopora_sp,20,0.593,B,1,4,4,0
AcademyBay,Pocillopora_sp,12,0.414,B,2,6,5,-1
AcademyBay,Pavona_clavus,12,0.408,B,8,3,2,-1
AcademyBay,Pocillopora_sp,12,0.547,B,6,4,3,-1
AcademyBay,Pavona_clavus,12,0.402,B,6,4.5,4,-0.5
AcademyBay,Pocillopora_sp,12,0.432,B,8,2.5,2,-0.5
AcademyBay,Pavona_clavus,12,0.436,B,7,3.5,2,-1.5
AcademyBay,Pocillopora_sp,12,0.467,B,3,3,3,0
AcademyBay,Pavona_clavus,12,0.421,B,5,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.381,B,7,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.41,B,1,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.439,B,4,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.461,B,5,3,3,0
AcademyBay,Pavona_clavus,12,0.436,B,1,2,1,-1
